1,Barcode ,Type
1156,4015600001674,Type3
1157,8690530084018,Type3
1158,8656900090188,Type3
1159,4607178790274,Type3
1160,4607178790236,Type3
1161,8658000058075,Type3
1162,8658000058044,Type3
1163,8656004514177,Type3
1164,8656000039155,Type3
1165,8690530044500,Type3
1166,8690530044517,Type3
1167,8690530603950,Type3
1168,8690530204478,Type3
1169,8690530204508,Type3
1170,8690530603967,Type3
1171,8690530028975,Type3
1172,8690530284463,Type3
1173,6901236385340,Type3
1174,6901236346266,Type3
1175,4895204006059,Type3
1176,4895204006035,Type3
1177,4607075790902,Type3
1178,4607075797413,Type3
1179,4607075791237,Type3
1180,4607075798472,Type3
1181,4607075791671,Type3
1182,4607075790988,Type3
1183,4670024934528,Type3
1184,4607075798113,Type3
1185,4670024933729,Type3
1186,4670024933750,Type3
1187,4607075791374,Type3
1188,4607075791251,Type3
1189,4607075791275,Type3
1190,4670024934504,Type3
1191,4670024930186,Type3
1192,1194110547788950000,Type3
1193,7322540568783,Type3
1194,7322540667271,Type3
1195,7322540060133,Type3
1196,9011111035769,Type3
1197,4605331030304,Type3
1198,7322540568745,Type3
1199,7322540569513,Type3
1200,7322540666625,Type3
1201,7322540569483,Type3
1202,7322540055337,Type3
1203,1194137109536050000,Type3
1204,8656900009180,Type3
1205,8656900050182,Type3
1206,8656900083180,Type3
1207,865690006189,Type3
1208,8656900013187,Type3
1209,865690027184,Type3
1210,8656900038180,Type3
1211,8658000155156,Type3
1212,8658000155163,Type3
1213,102310231023,Type3
1214,6920443277415,Type3
1215,8658000696314,Type3
1216,5411416030744,Type3
1217,8858947811003,Type3
1218,5411416030782,Type3
1219,5411416030676,Type3
1220,5411416030768,Type3
1221,8801166308397,Type3
1222,8801166308403,Type3
1223,8801166308373,Type3
1224,8801166306546,Type3
1225,8801166308366,Type3
1226,8801166308380,Type3
1227,8801166308465,Type3
1228,8656020668885,Type3
1229,8656020668878,Type3
1230,8656020668663,Type3
1231,8656020668861,Type3
1232,8656020668779,Type3
1233,8656020668946,Type3
1234,8690536803934,Type3
1235,8658000315826,Type3
1236,8690536813322,Type3
1237,8690536813285,Type3
1238,8656020668717,Type3
1239,8887290104012,Type3
1240,8006540418598,Type3
1241,8001090459107,Type3
1242,8001090459169,Type3
1243,8001090784001,Type3
1244,8001841635293,Type3
1245,8001841221076,Type3
1246,8001090379337,Type3
1247,8001090804860,Type3
1248,8001090614605,Type3
1249,8656021275068,Type3
1250,865602127502,Type3
1251,3574661064356,Type3
1252,3574661565057,Type3
1253,4607075791237,Type3
1254,1230662239330110000,Type3
1255,1230660029674290000,Type3
1256,1230658957438220000,Type3
1257,1230657823503940000,Type3
1258,1230656858109380000,Type3
1259,1230665901704080000,Type3
1260,1230664929053380000,Type3
1261,1230664181259300000,Type3
1262,1230664181259300000,Type3
1263,1230669490744850000,Type3
1264,1230663053717140000,Type3
1265,1230661267023330000,Type3
1266,1230660195428990000,Type3
1267,1230667223350250000,Type3
1268,1230662439884950000,Type3
1269,1230659141786270000,Type3
1270,1230666710927930000,Type3
1271,1230661533655240000,Type3
1272,1230658024625020000,Type3
1273,1230660414778510000,Type3
1274,1230668496740940000,Type3
1275,1230665175913330000,Type3
1276,1230665175527460000,Type3
1277,1230659311806580000,Type3
1278,1230664357688510000,Type3
1279,1230658208230670000,Type3
1280,1230657206207250000,Type3
1281,1230663652814750000,Type3
1282,1230670167311250000,Type3
1283,1230669707565200000,Type3
1284,1230668644816650000,Type3
1285,1230661748122580000,Type3
1286,1230662588061320000,Type3
1287,1230669891766450000,Type3
1288,1230668060445240000,Type3
1289,1230660591715220000,Type3
1290,1230669103304410000,Type3
1291,1230667763010370000,Type3
1292,1230666872802900000,Type3
1293,1230661935322760000,Type3
1294,1230659487908630000,Type3
1295,1230658405295850000,Type3
1296,1230668232499790000,Type3
1297,1230665441794460000,Type3
1298,1230660769977340000,Type3
1299,1230657416589350000,Type3
1300,1230664564379610000,Type3
1301,1230659710504540000,Type3
1302,1230663891785220000,Type3
1303,1230658608824450000,Type3
1304,8801166012133,Type3
1305,8801166020473,Type3
1306,8801166020404,Type3
1307,8801166022019,Type3
1308,8801166027236,Type3
1309,8690530017382,Type3
1310,8690530605329,Type3
1311,8690530001336,Type3
1312,8690530802117,Type3
1313,8690530001350,Type3
1314,8690530261327,Type3
1315,8690530001343,Type3
1316,8690530454781,Type3
1317,8690530968837,Type3
1318,8690530036741,Type3
1319,5998648701098,Type3
1320,5998648702828,Type3
1321,4607075791671,Type3
1322,4670024934504,Type3
1323,4605331046305,Type3
1324,7322540157888,Type3
1325,8658000239511,Type3
1326,8656900009180,Type3
1327,8656900008183,Type3
1328,8656900018182,Type3
1329,8656900090188,Type3
1330,8656000039179,Type3
1331,8658000231911,Type3
1332,8658000231973,Type3
1333,8658000678143,Type3
1334,8658000118632,Type3
1335,8658000118687,Type3
1336,8690530253902,Type3
1337,8656900089182,Type3
1338,8656900022189,Type3
1339,8658000275175,Type3
1340,8658000275144,Type3
1341,8658000275168,Type3
1342,4015400108023,Type3
1343,4015400122807,Type3
1344,4015400122838,Type3
1345,4015400125013,Type3
1346,4015400125068,Type3
1347,4015400147749,Type3
1348,4015400159063,Type3
1349,4015400165774,Type3
1350,4015400166658,Type3
1351,4015400179757,Type3
1352,4015400198246,Type3
1353,4015400203520,Type3
1354,4015400224068,Type3
1355,4015400224211,Type3
1356,4015400224242,Type3
1357,4015400240372,Type3
1358,4015400244691,Type3
1359,4015400245056,Type3
1360,4015400264453,Type3
1361,4015400264699,Type3
1362,4015400264736,Type3
1363,4015400264934,Type3
1364,4015400265054,Type3
1365,4015400265146,Type3
1366,4015400265177,Type3
1367,4015400271123,Type3
1368,4015400274698,Type3
1369,4015400274728,Type3
1370,4015400274759,Type3
1371,4015400274780,Type3
1372,4015400278788,Type3
1373,4015400278818,Type3
1374,4015400278849,Type3
1375,4015400278870,Type3
1376,4015400306887,Type3
1377,4015400306894,Type3
1378,4015400317876,Type3
1379,4015400317999,Type3
1380,4015400378952,Type3
1381,4015400389927,Type3
1382,4015400393818,Type3
1383,4015400397625,Type3
1384,4015400436058,Type3
1385,4015400437543,Type3
1386,4015400439110,Type3
1387,4015400439202,Type3
1388,4015400481867,Type3
1389,4015400481928,Type3
1390,4015400489900,Type3
1391,4015400515593,Type3
1392,4015400536857,Type3
1393,4015400537397,Type3
1394,4015400537427,Type3
1395,4015400537458,Type3
1396,4015400537489,Type3
1397,4015400537632,Type3
1398,4015400537847,Type3
1399,4015400542506,Type3
1400,4015400552000,Type3
1401,4015400581581,Type3
1402,4015400583523,Type3
1403,4015400610380,Type3
1404,4015400610434,Type3
1405,4015400610465,Type3
1406,4015400610502,Type3
1407,4015400612612,Type3
1408,4015400636649,Type3
1409,4015400636670,Type3
1410,4015400647546,Type3
1411,4015400647577,Type3
1412,4015400704294,Type3
1413,4015400718567,Type3
1414,4015400736172,Type3
1415,4015400736226,Type3
1416,4015400736271,Type3
1417,4015400736325,Type3
1418,4015400736370,Type3
1419,4015400736424,Type3
1420,4015400737032,Type3
1421,4015400737070,Type3
1422,4015400737117,Type3
1423,4015400741633,Type3
1424,4015400781554,Type3
1425,4015400781714,Type3
1426,4015400781776,Type3
1427,4015600002527,Type3
1428,4015600002886,Type3
1429,4015600003043,Type3
1430,5413149043336,Type3
1431,5413149045903,Type3
1432,5413149118928,Type3
1433,5413149118966,Type3
1434,5413149673212,Type3
1435,5413149673243,Type3
1436,5413149673274,Type3
1437,5413149718722,Type3
1438,5413149720558,Type3
1439,5413149828223,Type3
1440,5413149836174,Type3
1441,5485312257543,Type3
1442,5487854162811,Type3
1443,5413149673212,Type3
1444,5413149673243,Type3
1445,5413149673274,Type3
1446,5413149718722,Type3
1447,5413149720558,Type3
1448,5413149828223,Type3
1449,5413149836174,Type3
1450,5485312257543,Type3
1451,5487854162811,Type3
1452,5998648701098,Type3
1453,5998648702828,Type3
1454,5998648704181,Type3
1455,5998648704273,Type3
1456,5998648704280,Type3
1457,5998648704303,Type3
1458,5998648704310,Type3
1459,5998648704365,Type3
1460,5998648704402,Type3
1461,5998648705577,Type3
1462,5998648706024,Type3
1463,5998648706178,Type3
1464,5998648706185,Type3
1465,5998648710113,Type3
1466,8001090157942,Type3
1467,8001090158123,Type3
1468,8001090158154,Type3
1469,8001090161994,Type3
1470,8001090383310,Type3
1471,8001090383341,Type3
1472,8001090604507,Type3
1473,8001090604651,Type3
1474,8001090604699,Type3
1475,8001090606761,Type3
1476,8001090606846,Type3
1477,8001090606884,Type3
1478,8001090610355,Type3
1479,8001090646262,Type3
1480,8001090646309,Type3
1481,8001090646453,Type3
1482,8001090646491,Type3
1483,8001090646569,Type3
1484,8001090661760,Type3
1485,8001090669056,Type3
1486,8001090718464,Type3
1487,8001090743794,Type3
1488,8001090765024,Type3
1489,8001090765222,Type3
1490,8001090765628,Type3
1491,8001090766076,Type3
1492,8001090767103,Type3
1493,8001090767141,Type3
1494,8001090767189,Type3
1495,8001090775597,Type3
1496,8001090783806,Type3
1497,8001090783882,Type3
1498,8001090784407,Type3
1499,8001090784551,Type3
1500,8001090784599,Type3
1501,8001090784636,Type3
1502,8001090784674,Type3
1503,8001841058610,Type3
1504,8001841058719,Type3
1505,8001841058764,Type3
1506,8001841058863,Type3
1507,8001841104614,Type3
1508,8001841221199,Type3
1509,8001841450391,Type3
1510,8001841509594,Type3
1511,8006540418628,Type3
1512,8006540418659,Type3
1513,8006540418680,Type3
1514,8656900038180,Type3
1515,8656900040183,Type3
1516,8656900042187,Type3
1517,8656900046185,Type3
1518,8006540418659,Type3
1519,8654000481301,Type3
1520,8654000481325,Type3
